winner_rank,winner_age,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced
31,23.53730322,225,19,6,149,78,66,38,24,4,7
18,24.92539357,133,6,2,106,68,49,20,18,1,5
166,25.045859,26,6,1,23,12,10,7,4,0,0
2,20.06297057,134,18,2,79,56,49,15,15,0,0
1,24.88158795,83,21,1,72,49,41,17,14,1,1
10,22.23956194,204,31,6,138,81,69,32,26,1,3
13,27.57837098,215,21,9,150,93,70,34,25,10,13
59,34.2587269,222,8,7,166,105,78,31,25,6,10
9,25.33333333,170,11,5,123,71,57,25,21,8,12
16,21.02395619,113,7,1,92,60,47,21,16,3,4
18,24.92539357,241,9,5,198,122,91,46,31,8,10
2,20.06297057,132,7,0,85,54,43,26,16,0,0
1,24.88158795,107,7,1,87,50,39,24,15,2,3
59,34.2587269,243,9,6,176,103,77,40,28,9,15
16,21.02395619,152,20,1,129,75,55,25,20,6,10
2,20.06297057,135,6,2,103,74,56,15,15,2,2
1,24.88158795,77,9,0,59,43,36,10,11,0,0
2,20.06297057,147,4,0,103,75,52,16,14,9,9
1,24.88158795,178,13,1,119,83,64,20,20,1,3
113,28.55304586,83,3,1,59,31,25,11,9,5,7
55,23.31827515,108,11,4,74,49,36,16,14,3,5
101,31.21149897,138,4,4,99,50,37,28,17,2,6
45,26.49691992,124,5,5,78,52,40,13,13,1,3
30,29.50308008,105,12,5,108,73,54,15,16,5,8
96,25.25393566,67,1,1,40,25,21,12,8,1,1
100,20.52019165,123,6,2,88,63,40,16,15,3,7
35,23.35660507,62,0,1,39,19,14,15,7,0,0
103,30.99247091,166,5,1,108,65,48,19,16,5,8
68,25.45379877,81,4,1,57,40,32,7,10,1,2
69,29.45379877,86,6,2,50,23,20,16,9,4,5
58,27.52361396,94,4,4,80,41,27,20,11,6,9
44,26.38466804,123,3,2,64,38,26,14,10,2,4
88,27.65229295,80,4,1,54,40,25,9,10,1,3
115,28.6954141,113,2,6,98,59,35,18,14,9,14
8,27.21971253,89,2,1,60,40,31,11,10,1,1
113,28.55304586,119,14,0,75,45,32,12,13,2,6
45,26.49691992,112,7,2,89,52,39,16,12,11,13
96,25.25393566,139,7,2,113,75,51,15,15,10,13
100,20.52019165,36,2,0,23,13,11,9,5,0,0
68,25.45379877,131,13,1,82,55,39,15,11,6,8
69,29.45379877,70,7,3,60,38,32,10,9,3,3
88,27.65229295,98,5,0,56,44,32,3,10,0,2
8,27.21971253,119,7,3,84,59,44,12,13,2,3
45,26.49691992,100,2,3,58,35,25,12,10,1,3
100,20.52019165,64,7,0,46,27,19,13,8,2,3
68,25.45379877,82,3,1,53,37,29,11,10,0,0
8,27.21971253,134,3,8,94,58,41,15,14,8,12
45,26.49691992,81,1,2,70,42,28,16,8,5,5
68,25.45379877,156,9,1,101,68,51,14,14,8,10
68,25.45379877,122,7,1,82,51,33,19,11,4,6
4,23.61122519,59,3,0,46,30,21,13,9,0,1
111,25.73305955,80,8,3,52,30,27,9,8,3,3
96,31.02806297,156,10,7,105,52,41,23,15,3,7
27,28.01916496,74,5,4,55,31,21,16,9,1,2
24,20.81314168,77,2,3,64,39,31,15,11,2,3
76,31.72621492,67,2,1,45,22,16,13,8,3,5
75,29.95756331,65,2,2,40,21,17,12,8,1,2
212,24.3340178,149,12,4,115,65,44,25,13,15,18
64,29.68104038,72,1,1,50,36,27,8,9,1,2
243,19.54551677,143,6,5,93,62,44,13,15,4,8
113,31.32648871,141,7,8,124,69,47,25,18,1,7
93,25.36892539,99,3,3,62,33,28,13,10,4,6
84,27.76728268,83,4,0,65,34,23,21,10,2,3
72,24.8843258,67,4,2,62,30,22,20,9,1,2
123,29.08966461,55,2,0,42,25,21,12,8,2,2
159,33.12251882,107,9,4,93,58,43,20,14,6,8
4,23.61122519,80,5,1,67,47,36,12,10,6,6
27,28.01916496,84,3,1,67,36,28,17,10,1,3
76,31.72621492,47,2,0,31,17,13,7,6,0,1
212,24.3340178,,,,,,,,,,
64,29.68104038,79,1,1,47,37,28,6,8,1,1
93,25.36892539,70,5,8,52,26,21,13,8,1,2
72,24.8843258,90,0,3,71,35,25,20,11,1,4
123,29.08966461,88,2,1,58,36,25,14,10,5,7
27,28.01916496,131,6,5,105,59,44,24,16,6,8
212,24.3340178,141,4,3,110,58,38,27,15,10,15
64,29.68104038,78,1,1,77,57,36,10,10,5,7
72,24.8843258,97,1,2,79,61,36,9,11,8,11
212,24.3340178,18,3,0,14,10,9,3,3,0,0
72,24.8843258,70,5,2,56,37,26,10,10,2,5
212,24.3340178,112,6,6,81,46,39,17,14,4,6
184,28.38056126,124,4,3,86,48,36,23,14,2,3
128,32.66803559,141,7,4,91,40,30,29,15,3,5
83,25.15263518,,,,,,,,,,
88,22.29979466,164,2,4,126,86,45,27,16,8,14
99,21.14989733,112,3,5,91,44,36,22,14,7,9
96,26.00136893,74,5,3,40,19,17,15,8,0,0
82,25.25941136,107,1,5,74,28,20,23,12,1,5
64,22.40109514,94,3,10,77,41,32,19,11,3,5
147,17.81245722,118,2,3,80,62,37,8,12,5,9
69,22.7816564,186,8,1,80,53,39,14,14,7,11
71,21.30321697,134,4,4,111,72,45,23,15,7,9
131,31.321013,80,14,0,59,44,36,10,10,3,3
140,29.9247091,106,7,0,78,51,36,12,13,2,5
151,25.45653662,140,2,2,102,71,45,19,15,4,7
162,25.54962355,123,3,0,99,80,43,10,15,8,14
201,28.13963039,68,9,0,49,32,29,12,10,1,1
184,28.38056126,85,3,1,58,32,23,15,8,5,6
54,25.83709788,86,5,2,59,33,24,19,10,0,1
83,25.15263518,71,2,3,57,30,19,16,8,3,4
88,22.29979466,38,1,0,27,18,13,5,5,2,3
124,29.53593429,88,5,4,65,28,18,24,10,3,5
96,26.00136893,84,4,2,58,35,28,12,9,1,1
82,25.25941136,147,3,3,106,51,39,32,17,5,7
32,23.73990418,99,7,0,66,33,29,21,11,2,2
147,17.81245722,122,0,8,102,78,49,10,13,10,13
69,22.7816564,68,3,1,67,48,38,8,10,3,4
71,21.30321697,120,5,5,84,53,41,13,14,0,2
18,24.29021218,56,4,2,49,25,18,15,8,1,2
140,29.9247091,176,4,5,102,58,46,22,16,6,9
151,25.45653662,161,3,3,104,75,57,17,18,0,2
162,25.54962355,83,0,2,74,51,36,11,10,6,7
15,20.82956879,80,10,7,61,39,35,9,11,1,2
54,25.83709788,161,14,5,113,68,51,27,16,10,11
88,22.29979466,148,0,3,107,68,47,25,16,3,4
96,26.00136893,93,5,2,65,32,25,17,10,4,5
32,23.73990418,142,8,2,91,45,34,25,15,5,8
69,22.7816564,48,4,1,35,18,16,12,7,0,0
18,24.29021218,84,0,6,52,28,21,13,9,3,5
140,29.9247091,126,3,1,71,47,38,11,10,8,9
15,20.82956879,77,4,3,67,38,27,16,9,9,10
88,22.29979466,33,3,0,18,13,10,3,4,0,1
32,23.73990418,80,9,2,56,30,25,15,9,3,3
18,24.29021218,66,1,9,57,33,25,9,9,5,7
15,20.82956879,56,4,0,38,25,19,10,8,1,2
32,23.73990418,145,10,2,106,49,32,27,13,8,12
18,24.29021218,80,1,2,54,33,29,9,10,2,3
18,24.29021218,300,9,7,188,123,80,29,26,9,16
28,22.86105407,145,4,3,100,77,52,12,16,5,8
79,23.13483915,79,5,3,76,45,31,11,10,10,14
398,19.71800137,17,0,1,11,5,4,2,2,1,2
60,28.71731691,127,2,1,74,39,28,19,10,3,5
46,21.74401095,125,4,1,92,46,27,31,13,6,8
357,28.57221081,136,4,3,102,66,47,18,15,2,4
242,19.34017796,124,3,4,74,41,33,14,10,0,2
84,30.11635866,142,4,3,86,53,39,13,13,5,8
153,28.45995893,61,1,1,42,28,22,8,7,3,3
102,26.62286105,115,0,5,86,61,44,14,15,5,8
1554,29.86173854,128,5,7,104,55,38,23,15,5,9
47,21.09514031,71,8,4,44,28,25,12,9,0,0
82,25.82888433,30,4,0,13,10,9,3,3,0,0
103,25.19917864,76,0,1,51,40,25,7,7,7,8
105,27.36208077,94,1,1,50,28,20,12,6,3,3
38,25.05407255,163,2,5,102,65,45,17,15,11,15
28,22.86105407,66,1,0,52,39,26,8,8,3,4
60,28.71731691,160,4,1,39,23,18,10,8,0,1
46,21.74401095,100,0,0,57,41,32,9,11,1,3
84,30.11635866,138,4,1,99,49,34,31,14,4,7
102,26.62286105,125,5,3,72,41,30,16,14,2,6
47,21.09514031,59,2,4,50,27,24,11,8,2,2
82,25.82888433,65,2,3,42,29,21,9,8,0,1
38,25.05407255,139,0,2,98,72,47,13,15,1,3
60,28.71731691,80,5,3,59,31,26,16,10,2,3
84,30.11635866,72,2,0,41,22,15,11,6,4,5
47,21.09514031,97,6,1,56,31,23,16,8,3,3
38,25.05407255,82,1,3,65,48,31,7,9,9,11
84,30.11635866,63,3,0,33,20,19,9,7,0,0
38,25.05407255,51,0,2,30,19,17,4,5,0,0
38,25.05407255,135,1,1,75,49,26,20,14,1,6
276,20.64065708,125,7,1,87,54,39,16,15,1,5
93,29.7467488,136,4,6,100,50,32,20,16,7,14
126,31.50718686,67,10,0,49,33,28,12,10,0,0
1078,30.03148528,58,7,1,39,25,22,11,8,1,1
130,31.53182752,107,10,2,78,54,41,13,15,1,4
108,25.14168378,89,3,0,76,40,34,20,11,5,5
240,25.53045859,54,4,0,40,23,19,13,8,0,0
173,30.82272416,148,10,4,121,87,71,22,18,7,7
103,18.02327173,73,3,2,47,31,25,10,8,2,2
88,22.01505818,67,4,0,51,28,23,17,10,0,0
92,30.4366872,56,6,0,34,22,18,10,7,0,0
124,33.45927447,146,11,0,88,60,50,18,15,0,0
147,21.64544832,60,3,1,45,25,17,9,8,2,4
109,25.64271047,74,6,1,65,41,34,14,10,4,4
367,30.98699521,57,3,1,40,31,23,6,7,1,1
148,23.13483915,59,11,0,37,23,20,10,8,2,3
1,25.14989733,101,6,1,82,53,39,18,12,1,2
73,27.63039014,75,10,1,67,47,34,11,10,2,3
126,31.50718686,80,5,3,54,30,25,15,10,0,0
1078,30.03148528,131,19,4,103,63,53,26,17,1,1
130,31.53182752,82,5,1,68,45,32,16,10,4,5
72,25.29500342,69,5,0,41,17,13,17,7,0,0
75,22.51060917,74,10,4,76,47,36,18,11,2,2
16,25.19370294,93,3,4,67,41,33,13,12,2,5
103,18.02327173,64,4,3,51,34,28,6,8,5,6
55,32.07118412,55,9,1,43,26,22,11,8,1,1
92,30.4366872,77,5,1,49,37,28,8,9,1,2
10,22.50787132,81,11,2,57,34,26,14,9,4,4
20,23.80561259,139,9,9,102,42,30,30,16,5,10
57,30.74606434,61,5,1,53,45,35,3,9,1,1
74,32.20533881,70,4,2,69,40,31,12,11,5,8
8,24.42162902,77,3,1,48,27,19,14,9,1,3
1,25.14989733,52,5,0,40,27,23,10,8,0,0
1078,30.03148528,150,19,2,112,72,56,27,16,3,3
72,25.29500342,107,11,3,92,50,43,22,15,3,5
16,25.19370294,65,5,0,51,37,29,8,9,0,0
55,32.07118412,100,7,3,67,39,29,18,11,1,2
10,22.50787132,121,7,1,83,59,38,14,14,6,9
57,30.74606434,98,6,0,66,51,41,6,14,2,5
8,24.42162902,129,5,4,99,58,41,21,11,12,13
1,25.14989733,124,15,0,88,60,52,17,17,2,3
72,25.29500342,128,10,4,108,56,45,30,17,2,4
55,32.07118412,62,4,0,43,32,25,8,8,3,3
57,30.74606434,133,3,2,97,64,48,19,15,1,2
1,25.14989733,60,8,0,49,29,29,12,10,1,1
55,32.07118412,93,5,1,70,39,31,18,11,2,3
1,25.14989733,67,4,2,48,27,20,17,9,0,0
70,29.50855578,120,4,3,97,51,39,26,16,3,5
80,23.32922656,96,8,3,80,44,36,16,14,1,4
51,24.72005476,154,3,8,99,47,36,25,16,5,9
61,25.59069131,107,10,4,103,57,44,24,16,5,8
63,26.68035592,59,5,0,51,32,26,10,9,0,0
48,25.36344969,68,9,2,62,37,28,12,10,4,6
56,24.81314168,104,7,4,77,37,29,22,14,3,6
50,28.73648186,68,4,2,56,31,27,12,9,0,0
217,31.12936345,96,6,2,85,56,40,16,14,2,4
265,27.13483915,152,9,5,122,68,51,26,16,6,8
66,28.72553046,121,9,3,86,42,37,26,16,3,4
22,19.36481862,64,4,1,52,27,21,17,9,2,2
26,20.29021218,60,2,0,45,27,24,11,8,2,2
54,28.79123888,92,5,1,56,35,26,14,10,0,1
35,28.3449692,77,4,1,62,39,29,10,10,4,6
45,24.78302533,133,8,3,108,65,42,22,14,10,14
70,29.50855578,63,4,3,47,18,14,20,8,2,2
61,25.59069131,138,10,4,94,55,44,13,14,5,9
48,25.36344969,124,4,3,109,70,51,22,15,10,11
56,24.81314168,71,10,3,49,29,27,10,9,1,1
265,27.13483915,166,15,6,119,66,50,32,18,2,4
22,19.36481862,60,8,1,49,32,25,10,8,2,2
54,28.79123888,177,2,2,110,73,53,18,18,2,5
35,28.3449692,88,3,2,60,31,24,17,10,5,7
70,29.50855578,85,12,1,61,32,28,18,11,3,3
48,25.36344969,123,5,4,96,56,40,18,15,5,9
22,19.36481862,59,9,1,47,26,22,13,9,0,1
35,28.3449692,140,10,2,98,49,39,27,15,6,8
48,25.36344969,84,7,4,80,52,37,12,10,5,7
22,19.36481862,165,6,2,111,69,50,22,17,6,9
22,19.36481862,111,10,1,88,58,41,16,14,7,9
5,25.35249829,37,5,1,27,16,16,8,6,0,0
123,21.3798768,74,7,1,61,34,30,19,11,1,1
59,29.25941136,20,10,1,16,8,8,5,3,2,2
46,24.80219028,50,5,3,41,25,20,10,7,1,1
66,22.98151951,79,3,2,62,28,23,22,10,3,3
96,18.65023956,136,7,3,116,68,55,27,17,8,9
622,21.62354552,61,10,3,53,31,25,14,10,1,2
51,33.83162218,62,2,1,46,29,24,13,9,0,0
75,22.29705681,106,12,2,72,50,46,9,11,1,1
85,26.67488022,58,2,3,46,31,29,8,9,1,1
65,26.69952088,61,11,1,48,28,25,15,10,0,0
67,28.74469541,93,7,2,70,33,24,25,11,4,4
89,27.25804244,62,1,1,60,40,28,13,9,1,1
122,25.02395619,74,6,0,45,30,27,8,8,3,3
54,28.81040383,111,3,3,89,49,36,22,14,1,4
180,20.75564682,121,11,4,105,61,48,23,17,6,8
5,25.35249829,76,7,3,54,39,32,7,9,1,1
59,29.25941136,130,18,8,89,54,43,16,14,5,7
66,22.98151951,61,8,1,51,24,20,19,9,2,2
51,33.83162218,49,1,0,37,19,15,13,7,0,0
75,22.29705681,73,13,1,50,35,31,10,10,0,0
65,26.69952088,103,7,1,67,47,37,13,13,0,1
122,25.02395619,107,3,2,87,52,35,18,14,3,6
54,28.81040383,155,7,2,114,64,45,26,16,9,11
5,25.35249829,88,0,1,62,40,29,13,10,5,6
51,33.83162218,97,5,1,75,48,36,18,11,5,5
65,26.69952088,150,14,1,103,69,46,17,16,4,8
122,25.02395619,78,6,0,50,30,25,13,9,3,3
5,25.35249829,70,6,3,51,35,26,9,8,2,3
65,26.69952088,74,4,0,51,38,30,9,10,2,3
5,25.35249829,140,2,2,83,59,47,12,16,1,4
111,23.46885695,68,1,0,45,34,24,7,8,3,4
373,25.48117728,142,1,6,108,66,44,22,15,5,7
76,25.27857632,135,2,5,91,47,35,20,12,6,9
42,29.90554415,153,10,2,118,60,43,36,17,7,8
28,19.17316906,60,3,2,46,34,25,7,9,0,2
559,25.47570157,57,3,4,51,34,22,8,6,4,6
110,28.24914442,80,1,1,62,46,33,9,11,2,3
79,23.29089665,110,4,3,85,53,31,22,13,5,8
69,21.32238193,114,3,3,80,42,29,21,11,2,4
209,17.81793292,167,10,6,106,53,43,24,16,5,8
133,17.83162218,59,6,3,48,36,30,7,9,2,2
74,26.46406571,70,2,6,59,29,17,12,9,2,6
57,24.88158795,26,1,3,22,15,12,3,4,2,3
55,28.54483231,96,2,1,68,44,36,14,13,6,8
104,27.04722793,72,1,0,52,41,31,3,8,2,3
122,32.68720055,168,15,7,121,68,52,21,18,10,14
373,25.48117728,133,0,3,90,64,43,15,13,8,10
42,29.90554415,60,4,1,57,33,26,9,8,4,6
28,19.17316906,172,3,1,56,35,29,12,10,3,4
110,28.24914442,107,7,7,82,51,33,14,11,4,8
69,21.32238193,139,5,5,95,65,43,12,14,11,15
133,17.83162218,121,3,4,94,70,40,11,14,4,9
57,24.88158795,183,0,4,117,74,43,23,17,2,9
122,32.68720055,125,5,5,93,51,41,19,15,6,9
42,29.90554415,72,2,3,50,25,23,13,9,0,1
28,19.17316906,110,6,6,80,45,29,18,14,3,8
69,21.32238193,118,2,1,81,46,31,19,13,4,7
57,24.88158795,98,1,3,77,59,36,9,11,4,7
28,19.17316906,82,0,3,61,41,30,11,10,2,3
69,21.32238193,124,4,2,81,42,27,14,15,3,10
69,21.32238193,73,0,1,45,26,17,9,6,3,5
230,27.91786448,145,14,3,122,61,54,34,18,5,6
236,24.8678987,34,4,2,28,16,12,3,3,4,5
52,27.18412047,128,4,1,93,56,37,22,15,3,7
41,24.82683094,77,8,2,60,41,36,9,11,1,1
11,23.88774812,76,1,2,86,52,33,20,9,9,9
32,25.08966461,157,0,1,126,84,51,24,17,11,16
81,21.14989733,115,5,1,104,60,44,24,16,3,4
26,24.58042437,86,4,1,73,48,37,17,12,0,0
23,27.23340178,69,11,1,56,46,30,5,9,3,5
36,33.19917864,79,9,3,58,35,26,10,9,4,6
72,18.75154004,111,5,2,83,45,30,18,14,1,6
40,31.45790554,87,3,1,61,47,34,8,10,0,1
76,28.11225188,61,6,2,49,24,21,16,9,2,2
211,32.68720055,84,8,1,64,48,38,7,10,2,3
43,32.45722108,74,9,2,60,39,31,12,11,2,3
6,24.72005476,87,4,2,69,47,31,14,9,9,10
230,27.91786448,66,2,2,48,24,21,17,9,1,1
52,27.18412047,47,0,1,47,30,19,9,6,3,5
32,25.08966461,100,0,1,55,27,17,17,10,2,5
26,24.58042437,70,2,2,63,50,36,8,10,2,3
23,27.23340178,56,12,1,46,33,27,8,8,3,3
72,18.75154004,160,5,4,123,76,55,24,16,8,9
76,28.11225188,138,19,5,99,46,41,28,15,3,4
6,24.72005476,54,4,1,37,31,26,4,8,0,1
52,27.18412047,69,4,1,49,35,28,7,9,1,2
26,24.58042437,126,7,5,132,77,55,24,17,15,20
23,27.23340178,140,20,6,95,64,51,17,17,3,5
6,24.72005476,73,4,1,51,32,26,10,9,2,3
52,27.18412047,67,4,0,51,40,31,8,10,0,1
23,27.23340178,114,16,4,92,62,46,13,14,4,6
23,27.23340178,46,17,0,39,26,25,8,8,0,0
55,27.48528405,91,3,1,56,27,24,16,10,3,4
57,23.27994524,191,3,2,141,75,49,30,17,14,19
107,31.17316906,112,3,3,75,40,28,16,11,2,5
33,24.44079398,55,0,1,42,28,20,9,8,0,1
39,23.31827515,61,5,0,45,25,23,9,8,0,0
204,26.00958248,82,5,1,52,36,29,9,9,0,0
103,30.954141,53,3,1,35,13,10,18,7,0,0
56,29.41546886,61,6,0,38,17,14,16,8,0,1
46,26.45859001,55,1,1,35,26,21,6,6,1,2
99,24.58590007,97,1,2,50,37,29,7,9,1,2
87,25.62902122,,3,0,66,43,29,13,12,5,8
18,26.00410678,137,4,1,82,58,36,14,14,6,10
34,29.46475017,143,2,2,105,72,49,18,16,1,3
54,26.34633812,134,4,1,77,40,27,23,14,3,6
93,28.10403833,121,5,5,96,56,42,18,14,8,10
7,24.08487337,163,2,9,102,69,41,14,13,6,12
57,23.27994524,148,5,4,118,73,50,20,16,8,12
33,24.44079398,139,1,0,114,88,55,16,17,4,8
39,23.31827515,64,4,2,39,22,20,10,8,1,2
56,29.41546886,87,9,2,44,28,26,11,9,0,0
99,24.58590007,157,3,1,97,75,57,8,14,5,6
18,26.00410678,148,4,0,95,65,42,16,14,7,10
34,29.46475017,162,6,3,96,66,54,16,16,2,4
93,28.10403833,94,5,4,72,41,30,12,10,6,9
33,24.44079398,93,4,1,65,50,32,8,10,4,7
56,29.41546886,133,3,1,86,51,38,15,14,3,7
18,26.00410678,102,1,0,63,49,31,6,11,5,9
34,29.46475017,66,7,2,56,32,28,9,8,4,5
33,24.44079398,85,0,0,74,57,34,9,10,3,5
34,29.46475017,155,6,4,105,62,48,21,15,4,6
34,29.46475017,90,3,0,65,45,37,10,11,2,3
8,27.1430527,70,8,0,46,27,22,15,9,0,0
106,28.06570842,93,4,1,68,39,32,12,11,5,8
164,26.0698152,101,1,1,69,43,25,15,12,6,10
75,25.17727584,104,0,0,57,36,22,13,9,5,7
46,23.27994524,76,4,1,55,23,19,18,9,0,1
486,28.74469541,128,9,4,100,59,41,20,14,10,14
397,21.05954825,66,0,3,56,38,26,14,9,0,0
,29.07871321,164,1,3,90,58,35,15,14,1,5
69,26.30800821,72,5,1,61,40,28,10,9,0,1
111,30.91581109,67,4,0,49,27,25,12,8,1,1
308,22.66666667,61,1,1,45,30,25,8,9,0,1
187,20.48186174,101,3,0,96,60,41,13,13,5,9
65,23.24161533,144,4,3,98,66,42,14,14,6,11
122,28.47638604,148,6,1,102,66,40,17,15,7,12
159,17.35249829,55,2,1,50,30,19,16,8,3,4
14,25.50581793,52,7,2,43,24,20,10,7,4,5
106,28.06570842,157,11,2,85,48,37,17,14,3,7
75,25.17727584,103,9,5,72,34,28,21,14,2,5
46,23.27994524,58,7,1,43,29,21,10,7,1,1
,29.07871321,98,6,3,65,45,29,11,11,4,7
69,26.30800821,91,5,0,57,31,23,20,10,0,0
308,22.66666667,62,2,3,53,40,31,8,9,3,3
65,23.24161533,166,5,3,107,64,43,24,15,3,6
14,25.50581793,95,2,2,80,40,29,18,11,7,11
106,28.06570842,109,6,0,79,41,33,16,12,9,12
46,23.27994524,143,12,1,94,47,37,22,14,4,7
69,26.30800821,171,9,3,91,63,51,19,16,4,5
14,25.50581793,89,9,1,57,30,25,14,9,3,3
46,23.27994524,96,7,0,49,37,31,7,9,1,1
69,26.30800821,192,3,1,111,79,56,13,15,6,8
46,23.27994524,96,4,0,53,27,20,17,9,0,0
3,27.52087611,115,19,0,68,40,34,19,14,0,1
75,25.27583847,49,10,2,47,30,29,8,9,1,1
113,25.12251882,73,3,0,44,25,18,13,7,1,1
40,23.96714579,69,4,1,49,36,29,9,10,1,2
59,32.05201917,87,7,3,70,44,31,13,9,6,7
148,22.34360027,132,6,2,100,60,49,21,16,2,3
276,20.13141684,89,18,2,70,42,36,15,10,4,4
41,27.28268309,56,3,2,42,26,23,13,9,0,0
17,25.17453799,109,4,5,111,68,50,24,15,8,9
92,21.99589322,171,10,2,117,78,55,19,16,6,9
251,23.69336071,95,16,0,69,49,36,14,14,0,2
9,26.74332649,47,3,1,41,25,20,10,8,1,2
196,19.09377139,102,10,0,94,68,52,10,14,4,5
85,30.41752225,62,6,3,45,25,18,14,9,0,1
72,26.66119097,89,10,1,73,44,27,16,13,4,8
48,24.76386037,81,12,3,64,43,30,11,9,7,8
3,27.52087611,114,16,4,88,47,39,23,12,3,3
40,23.96714579,68,14,0,67,46,31,13,9,6,6
59,32.05201917,140,7,3,91,55,41,19,14,5,7
41,27.28268309,131,14,7,92,48,41,25,15,6,7
17,25.17453799,114,8,5,102,61,43,22,15,6,9
9,26.74332649,56,4,5,57,29,22,16,9,3,4
196,19.09377139,95,5,4,73,50,36,12,12,1,3
72,26.66119097,138,18,0,111,76,55,18,16,7,9
3,27.52087611,118,14,3,76,46,36,22,15,1,2
41,27.28268309,145,12,6,101,60,49,24,17,1,3
9,26.74332649,101,11,5,93,44,31,22,14,4,9
72,26.66119097,129,4,3,113,73,57,19,18,0,2
3,27.52087611,77,17,0,67,39,30,15,9,4,4
9,26.74332649,124,6,0,109,68,51,17,16,4,8
9,26.74332649,59,1,0,47,30,21,11,8,1,2
6,25.16084873,54,6,2,41,26,22,10,8,0,0
72,22.33812457,138,1,3,89,68,43,7,15,2,9
112,23.4880219,60,5,0,47,34,27,5,7,1,1
85,23.3100616,63,4,1,54,29,23,15,9,1,1
20,27.64134155,141,6,4,94,69,46,16,15,5,8
87,26.03969884,100,5,2,73,36,29,21,11,2,3
80,23.15674196,131,1,3,75,51,34,15,12,1,4
58,24.90075291,60,0,1,46,35,27,7,9,1,2
39,29.87542779,132,8,4,97,58,43,19,15,6,9
94,28.29842574,65,9,3,47,21,18,16,7,2,2
100,28.26830938,96,0,3,55,43,30,4,9,0,2
364,22.45311431,66,0,2,43,24,12,7,6,7,11
34,26.91854894,78,5,0,66,44,34,12,9,2,2
111,26.46954141,80,2,0,26,17,15,5,6,0,1
60,22.81998631,52,8,1,41,26,23,9,8,0,0
7,24.24914442,143,1,1,99,71,43,12,15,3,8
6,25.16084873,165,4,2,104,74,55,14,15,4,6
112,23.4880219,121,0,0,95,81,48,9,15,1,4
87,26.03969884,161,11,3,111,61,42,25,17,4,8
58,24.90075291,117,0,3,99,83,51,7,14,6,9
39,29.87542779,75,9,2,64,35,29,15,10,5,5
364,22.45311431,66,1,1,49,32,21,12,8,0,1
34,26.91854894,75,1,0,37,19,15,14,7,1,1
60,22.81998631,70,4,1,58,35,27,10,9,5,7
6,25.16084873,77,2,1,42,33,26,6,8,0,0
58,24.90075291,88,0,0,58,47,26,6,8,6,9
39,29.87542779,89,5,2,50,31,26,11,9,1,1
60,22.81998631,61,4,1,43,31,23,9,8,0,0
6,25.16084873,73,1,1,60,42,30,5,9,5,8
60,22.81998631,56,2,1,33,22,20,9,7,0,0
6,25.16084873,154,2,1,106,66,37,25,17,6,11
50,28.84873374,124,8,1,80,49,34,19,15,4,8
109,26.4312115,129,13,1,100,68,57,13,15,4,5
55,23.04996578,84,12,0,72,42,33,18,11,0,0
42,21.17180014,107,15,6,101,49,42,21,14,6,9
24,20.34770705,102,8,5,79,53,44,13,11,2,2
90,35.64681725,91,15,5,66,40,34,13,11,3,3
45,27.03627652,108,7,1,72,42,34,19,12,0,0
26,22.19028063,65,7,1,44,27,24,10,8,4,4
30,28.40246407,99,6,3,76,41,34,18,11,3,4
250,31.18685832,132,7,4,108,73,54,17,14,10,11
61,29.56605065,76,7,0,56,34,27,10,9,3,5
25,28.79945243,102,8,7,92,50,40,16,13,4,6
41,26.26146475,122,10,2,87,50,37,16,13,4,7
44,24.84052019,96,9,2,67,45,30,13,11,2,3
56,24.04380561,103,6,4,93,70,49,10,12,7,10
79,25.52772074,55,6,2,41,22,19,12,7,1,1
50,28.84873374,112,8,0,87,60,44,15,13,4,6
42,21.17180014,74,11,2,77,42,34,22,11,5,5
24,20.34770705,87,6,2,62,36,32,13,10,4,4
26,22.19028063,112,10,3,65,42,36,11,11,3,3
30,28.40246407,97,15,1,68,39,33,15,10,5,6
61,29.56605065,76,10,1,47,32,26,11,9,0,0
41,26.26146475,100,7,2,82,55,38,17,10,8,9
56,24.04380561,56,6,0,43,34,25,7,8,0,0
50,28.84873374,58,10,0,49,34,31,7,9,2,2
24,20.34770705,111,12,1,90,63,45,11,14,5,8
61,29.56605065,128,10,2,90,52,41,17,15,3,6
41,26.26146475,80,6,2,54,36,28,8,9,2,3
24,20.34770705,139,12,1,114,73,54,22,15,5,5
61,29.56605065,146,9,0,104,69,40,22,14,11,15
24,20.34770705,72,6,0,39,30,27,6,8,1,1
9,35.75633128,67,10,1,48,27,25,16,10,0,0
129,29.21013005,107,13,3,77,42,37,18,14,1,2
112,22.65845311,68,3,4,56,26,22,17,9,2,2
246,22.770705,142,5,3,99,57,39,21,15,5,9
36,25.53319644,74,9,1,45,22,22,10,8,2,3
110,29.01026694,82,4,0,54,36,27,6,10,4,7
121,25.54140999,9,0,0,5,5,4,0,1,0,0
68,22.32169747,65,11,6,72,46,38,15,13,2,3
71,22.72963723,61,7,1,75,48,40,10,11,3,4
437,32.29568789,68,13,4,78,46,36,19,12,4,5
82,32.00821355,80,6,1,77,49,35,16,11,2,3
30,27.8275154,65,6,2,65,40,28,13,10,2,3
78,31.53456537,127,0,1,107,58,37,24,13,11,15
